! note: initial lines of file can contain comments
!
            60 -- model for mesa/star, with cell boundary velocities (v), with angular velocities (omega), with convection velocities (conv_vel). cgs units. lnd=ln(density), lnT=ln(temperature), lnR=ln(radius), L=luminosity, dq=fraction of total mstar in cell; remaining cols are mass fractions.

                          M/Msun      1.2120676762883630D+01
                    model_number                            5819
                        star_age      1.5405478059032502D+07
                       initial_z      3.4000000000000024D-04
                        n_shells                            1993
                        net_name   'approx21.net'
                         species                              21
                            time      4.8616838716216894D+14

                lnd                        lnT                        lnR                          L                  dq                          v                      omega                   conv_vel                   neut                       h1                         prot                       he3                        he4                        c12                        n14                        o16                        ne20                       mg24                       si28                       s32                        ar36                       ca40                       ti44                       cr48                       cr56                       fe52                       fe54                       fe56                       ni56     
  985     8.7183616019330596D+00     2.0051647877204672D+01     2.2390870852710031D+01     2.0403767579519920D+39     6.4293671241561689D-04    -1.7833702387634069D+06     4.0715120659208769D-03     1.3486195682655612D+01     5.4123924689214586D-24     0.0000000000000000D+00     1.8617491634505107D-18     5.5518491536678808D-38     3.6092442103828190D-05     3.5627456749365142D-02     3.9373436078653597D-11     6.6724617034392705D-01     2.7494949577537015D-01     2.1608300980915391D-02     5.0990523372002503D-04     5.1228297248445802D-06     9.8152250238877485D-07     7.5918237673023734D-07     3.7122185271079022D-13     1.5521593075690840D-20     1.6067780395027860D-68     7.9587362136015320D-29     9.0369158718131252D-07     1.4811208662466761D-05     2.4854486749589059D-22 
  986     8.7216440234274354D+00     2.0052830175087041D+01     2.2389512486175902D+01     2.0394401438313147D+39     6.4293671241561689D-04    -1.7848832415054031D+06     4.0717666895877044D-03     1.1969249982117737D+01     5.4127756197375633D-24     0.0000000000000000D+00     1.8647049033187757D-18     5.6844232638176706D-38     3.5894159844006168D-05     3.5621675133476986D-02     3.9342443655385736D-11     6.6724418678994013D-01     2.7495495953198845D-01     2.1610714551102150D-02     5.0999131543974325D-04     5.1228732162555381D-06     9.8152264413023111D-07     7.5918238446561927D-07     3.7140247714011311D-13     1.5544488923502037D-20     1.7058180427950196D-68     7.9813691295771462D-29     9.0369158718123241D-07     1.4811208662466841D-05     2.4908383784857055D-22 
  987     8.7249256255228893D+00     2.0054012139905044D+01     2.2388153040267959D+01     2.0385031187348476D+39     6.4293671241561689D-04    -1.7863940444984088D+06     4.0720263481213470D-03     1.4033114587203217D+01     5.4131652500491815D-24     0.0000000000000000D+00     1.8676995808448308D-18     5.8215419788417115D-38     3.5694336901311327D-05     3.5615834591315786D-02     3.9311248665928770D-11     6.6724218315096406D-01     2.7496047537689696D-01     2.1613155582145320D-02     5.1007839942726906D-04     5.1229172367961126D-06     9.8152278757987918D-07     7.5918239229612884D-07     3.7158532715832004D-13     1.5567694177696620D-20     1.8114729341845228D-68     8.0043417927741398D-29     9.0369158718115230D-07     1.4811208662466932D-05     2.4962991048138105D-22 
  988     8.7282133976495934D+00     2.0055196301958391D+01     2.2386792508595116D+01     2.0375615443367602D+39     6.4568781471147840D-04    -1.7879026777845465D+06     4.0722858453832282D-03     1.8978049199581718D+01     5.4135531904152367D-24     0.0000000000000000D+00     1.8706703810354550D-18     5.9600722486011825D-38     3.5497141923719053D-05     3.5610057560369279D-02     3.9280502243275527D-11     6.6724020138385240D-01     2.7496592774466299D-01     2.1615572903734534D-02     5.1016465936198631D-04     5.1229608631933523D-06     9.8152292972906813D-07     7.5918240005752659D-07     3.7176656759990494D-13     1.5590722123676741D-20     1.9217999634662328D-68     8.0271724788205940D-29     9.0369158718107183D-07     1.4811208662467012D-05     2.5017163180576349D-22 
  989     8.7315074315477065D+00     2.0056382667105960D+01     2.2385425055998338D+01     2.0366146966037765D+39     6.4568781471153391D-04    -1.7894156188006620D+06     4.0725387172836970D-03     1.4459873623016441D+01     5.4139425645280940D-24     0.0000000000000000D+00     1.8736414350631054D-18     6.1012218726937357D-38     3.5300949481701726D-05     3.5604296679743465D-02     3.9249949563080344D-11     6.6723822526054021D-01     2.7497136141421529D-01     2.1617986247214409D-02     5.1025079900264405D-04     5.1230044508264418D-06     9.8152307173611141D-07     7.5918240781301093D-07     3.7194767412658538D-13     1.5613759673662661D-20     2.0378569250018032D-68     8.0500458844878153D-29     9.0369158718099207D-07     1.4811208662467105D-05     2.5071340263865438D-22 
  990     8.7348006831304356D+00     2.0057568711031894D+01     2.2384056495336968D+01     2.0356658653217594D+39     6.4568781471142289D-04    -1.7909264380984928D+06     4.0727912805750179D-03     1.4240047465087474D+01     5.4143336295136883D-24     0.0000000000000000D+00     1.8766147585940766D-18     6.2451508865355203D-38     3.5105615123654980D-05     3.5598547853679316D-02     3.9219567425123500D-11     6.6723625338672594D-01     2.7497678028531806D-01     2.1620397287662127D-02     5.1033687799022819D-04     5.1230480296500342D-06     9.8152321369873067D-07     7.5918241556789842D-07     3.7212877088622606D-13     1.5636822429386800D-20     2.1599691027551464D-68     8.0729773698529321D-29     9.0369158718091160D-07     1.4811208662467183D-05     2.5125559108484685D-22 
  991     8.7380931670636616D+00     2.0058754438420001D+01     2.2382686820075146D+01     2.0347140479038436D+39     6.4568781471142289D-04    -1.7924351723503941D+06     4.0730437913402255D-03     1.6652856473332214D+01     5.4147238089405389D-24     0.0000000000000000D+00     1.8795708995823778D-18     6.3908153849382625D-38     3.4912390209252066D-05     3.5592848379120813D-02     3.9189549849837948D-11     6.6723429854103919D-01     2.7498214928647408D-01     2.1622790330889039D-02     5.1042233536265593D-04     5.1230913152719637D-06     9.8152335469074181D-07     7.5918242327156191D-07     3.7230867553438327D-13     1.5659759422073360D-20     2.2875409932628407D-68     8.0958164345751502D-29     9.0369158718083095D-07     1.4811208662467254D-05     2.5179465053673997D-22 
  992     8.7413848990520719D+00     2.0059939854188568D+01     2.2381316023655677D+01     2.0337596471908989D+39     6.4568781471153391D-04    -1.7939418524984633D+06     4.0732935191297601D-03     2.0290356570611409D+01     5.4151124231315135D-24     0.0000000000000000D+00     1.8825049890469706D-18     6.5378962027365057D-38     3.4721556617249960D-05     3.5587207113086716D-02     3.9159939388658564D-11     6.6723236375560253D-01     2.7498746019489761D-01     2.1625161565618391D-02     5.1050703423216203D-04     5.1231342376691175D-06     9.8152349448453239D-07     7.5918243091150827D-07     3.7248709616405126D-13     1.5682532680717069D-20     2.4204797905410355D-68     8.1185244273796204D-29     9.0369158718075190D-07     1.4811208662467341D-05     2.5232969353137155D-22 
  993     8.7446758949238159D+00     2.0061124963134684D+01     2.2379944099501276D+01     2.0328024557607955D+39     6.4568781471142289D-04    -1.7954465161941717D+06     4.0735401354774412D-03     2.0643043340693143D+01     5.4154984432617530D-24     0.0000000000000000D+00     1.8854095917466830D-18     6.6858958286536758D-38     3.4533555821602814D-05     3.5581637746168710D-02     3.9130803225413949D-11     6.6723045371493512D-01     2.7499270026200113D-01     2.1627505134135365D-02     5.1059076442390685D-04     5.1231766895421690D-06     9.8152363273117888D-07     7.5918243846860198D-07     3.7266358575353972D-13     1.5705084264786930D-20     2.5585256655001731D-68     8.1410425634668381D-29     9.0369158718067392D-07     1.4811208662467429D-05     2.5285936456559112D-22 
  994     8.7479661704360331D+00     2.0062309769808588D+01     2.2378571041014541D+01     2.0318420491257151D+39     6.4568781471153391D-04    -1.7969491993410089D+06     4.0737834058106789D-03     2.1002205645454314D+01     5.4158799321115376D-24     0.0000000000000000D+00     1.8882705574333702D-18     6.8338913743070088D-38     3.4349251075783890D-05     3.5576166667625890D-02     3.9102273665318726D-11     6.6722857744966610D-01     2.7499784483480045D-01     2.1629809808846398D-02     5.1067312357985175D-04     5.1232184659129575D-06     9.8152376876383673D-07     7.5918244590630701D-07     3.7283729090150492D-13     1.5727304009570255D-20     2.7010094772506154D-68     8.1632595295100873D-29     9.0369158718059612D-07     1.4811208662467501D-05     2.5338108350807013D-22 
  995     8.7512557416868297D+00     2.0063494278568692D+01     2.2377196841577648D+01     2.0308780952547280D+39     6.4568781471142289D-04    -1.7984499376500837D+06     4.0740214984825779D-03     2.1381868889029940D+01     5.4162544523191584D-24     0.0000000000000000D+00     1.8910701679062686D-18     6.9806793052602422D-38     3.4169717366854972D-05     3.5570826818518677D-02     3.9074515322089213D-11     6.6722674622876700D-01     2.7500286316162028D-01     2.1632061559609399D-02     5.1075360875518382D-04     5.1232593104129655D-06     9.8152390174859558D-07     7.5918245317892649D-07     3.7300714408304078D-13     1.5749053905003065D-20     2.8469408742969392D-68     8.1850355873714928D-29     9.0369158718052080D-07     1.4811208662467583D-05     2.5389161942662199D-22 
  996     8.7545446256921852D+00     2.0064678493635801D+01     2.2375821494552630D+01     2.0299103536260765D+39     6.4568781471153391D-04    -1.7999487690977207D+06     4.0742558248231217D-03     1.6393637554868856D+01     5.4166191696658589D-24     0.0000000000000000D+00     1.8937879346809626D-18     7.1247968574333748D-38     3.3996187705181006D-05     3.5565656134250160D-02     3.9047716770067196D-11     6.6722497302358618D-01     2.7500771986453860D-01     2.1634244205193806D-02     5.1083163963761775D-04     5.1232989270170392D-06     9.8152403072270857D-07     7.5918246023368221D-07     3.7317191238616689D-13     1.5770174273427373D-20     2.9950179517937765D-68     8.2062086761211858D-29     9.0369158718044744D-07     1.4811208662467663D-05     2.5438723601652846D-22 
  997     8.7578328411211323D+00     2.0065862418909263D+01     2.2374444993282458D+01     2.0289382666312349D+39     6.4568781471164493D-04    -1.8014457315596485D+06     4.0744890853740765D-03     1.5144860658736629D+01     5.4169697965586927D-24     0.0000000000000000D+00     1.8963927719214821D-18     7.2640483103004465D-38     3.3830546902986653D-05     3.5560712369216096D-02     3.9022166777115945D-11     6.6722327758461297D-01     2.7501236103477348D-01     2.1636333147012112D-02     5.1090633434964196D-04     5.1233368661253084D-06     9.8152415422380538D-07     7.5918246699042857D-07     3.7332972360902831D-13     1.5790422909403611D-20     3.1431512148254929D-68     8.2265332516350291D-29     9.0369158718037727D-07     1.4811208662467738D-05     2.5486226419205033D-22 
  998     8.7611204094725092D+00     2.0067046057198285D+01     2.2373067331093134D+01     2.0279599537003605D+39     6.4568781471164493D-04    -1.8029408619281364D+06     4.0747259768362074D-03     1.5329699933558429D+01     5.4173009791768800D-24     0.0000000000000000D+00     1.8988459543873903D-18     7.3956355419014441D-38     3.3675136456927594D-05     3.5556067361297252D-02     3.8998223938901062D-11     6.6722168447405474D-01     2.7501671964197478D-01     2.1638297772061090D-02     5.1097659522203366D-04     5.1233725679641706D-06     9.8152427043127801D-07     7.5918247334937394D-07     3.7347824659150732D-13     1.5809498012073746D-20     3.2885517312567320D-68     8.2457030405213718D-29     9.0369158718031119D-07     1.4811208662467805D-05     2.5530964143238943D-22 
  999     8.7644073589382038D+00     2.0068229412065963D+01     2.2371688501297395D+01     2.0269766930799066D+39     6.4568781471164493D-04    -1.8044341981122784D+06     4.0749785043555490D-03     1.0065401368221675D+01     5.4176162905736511D-24     0.0000000000000000D+00     1.9011746224327470D-18     7.5209395375001983D-38     3.3528178329281348D-05     3.5551668636636510D-02     3.8975611449804112D-11     6.6722017571273095D-01     2.7502084513352014D-01     2.1640160078018002D-02     5.1104320787595272D-04     5.1234064302793367D-06     9.8152438064080875D-07     7.5918247938129574D-07     3.7361913420917494D-13     1.5827610121207591D-20     3.4325300173510440D-68     8.2639274861208491D-29     9.0369158718024795D-07     1.4811208662467860D-05     2.5573431704449025D-22 
 1000     8.7676934587921557D+00     2.0069412554862648D+01     2.2370308497203872D+01     2.0261048639999770D+39     6.4568781471175595D-04    -1.8059257822926610D+06     4.0752550632576873D-03     1.3168985496232885D+01     5.4180248228699614D-24     0.0000000000000000D+00     1.9041811620779578D-18     7.6929994528163838D-38     3.3339711189830150D-05     3.5546005441029651D-02     3.8946629511360031D-11     6.6721823437635618D-01     2.7502615226397137D-01     2.1642560024776154D-02     5.1112908598844795D-04     5.1234501080501297D-06     9.8152452278028086D-07     7.5918248716260094D-07     3.7380088630935524D-13     1.5851002583194569D-20     3.6279734418928590D-68     8.2874993769419624D-29     9.0369158718016677D-07     1.4811208662467953D-05     2.5628262446470277D-22 
 1001     8.7709781353373941D+00     2.0070595513482865D+01     2.2368927311758630D+01     2.0252703807172851D+39     6.4568781471175595D-04    -1.8074156522243891D+06     4.0754806393684352D-03     5.2937535360478458D+00     5.4181507778307889D-24     0.0000000000000000D+00     1.9051046205830367D-18     7.7291150978573286D-38     3.3281388227309651D-05     3.5544271218185286D-02     3.8937718928607800D-11     6.6721763756602365D-01     2.7502777854400810D-01     2.1643296750152587D-02     5.1115542327570899D-04     5.1234635100062897D-06     9.8152456638861380D-07     7.5918248955049465D-07     3.7385666299675559D-13     1.5858190201119062D-20     3.6913526354219259D-68     8.2947534620565210D-29     9.0369158718014208D-07     1.4811208662467969D-05     2.5645103972535872D-22 
 1002     8.7742630296234285D+00     2.0071778317747006D+01     2.2367544937067274D+01     2.0244767107548615D+39     6.4568781471175595D-04    -1.8089038502402676D+06     4.0757369840659816D-03     5.3170305508487638D+01     5.4194505584074796D-24     0.0000000000000000D+00     1.9146129032742919D-18     8.3523294859939447D-38     3.2693389630420037D-05     3.5526447227686754D-02     3.8847313335715544D-11     6.6721153756666184D-01     2.7504445517686306D-01     2.1650861052943275D-02     5.1142633779739039D-04     5.1236014166216596D-06     9.8152501508934228D-07     7.5918251412400419D-07     3.7443066222044194D-13     1.5932212887769598D-20     4.3649793448295772D-68     8.3695306906938320D-29     9.0369158717988486D-07     1.4811208662468244D-05     2.5818513645996583D-22 
 1003     8.7775474330661271D+00     2.0072960692375652D+01     2.2366161367459116D+01     2.0232006076175879D+39     6.4568781471175595D-04    -1.8103904153298014D+06     4.0761147255277183D-03     1.0897221338699545D+01     5.4200116289288438D-24     0.0000000000000000D+00     1.9186734553480986D-18     8.6052168591968971D-38     3.2445017539220084D-05     3.5518900982896584D-02     3.8809341237417580D-11     6.6720895199265113D-01     2.7505150515487448D-01     2.1654076026137256D-02     5.1154151859897760D-04     5.1236601377184696D-06     9.8152520608169471D-07     7.5918252459134096D-07     3.7467518036954006D-13     1.5963857937520389D-20     4.6986965751618399D-68     8.4016422418098564D-29     9.0369158717977509D-07     1.4811208662468350D-05     2.5892573390993067D-22 
